ffcc00	christmas yellow
fef200	christmas yellow
ffa700	chrome yellow
98817b	cinereous
e34234	cinnabar
d2691e	cinnamon
cd607e	cinnamon satin
e4d00a	citrine
933709	citrine brown
9fa91f	citron
7f1734	claret
fbcce7	classic rose
0047ab	cobalt blue
d2691e	cocoa brown
965a3e	coconut
6f4e37	coffee
3c3024	cola
c4d8e2	columbia blue
ffffcc	conditioner
f88379	congo pink
002e63	cool black
8c92ac	cool grey
eee0b1	cookies and cream
b87333	copper
da8a67	copper
ad6f69	copper penny
cb6d51	copper red
996666	copper rose
ff3800	coquelicot
ff7f50	coral
f88379	coral pink
ff4040	coral red
fd7c6e	coral reef
893f45	cordovan
fbec5d	corn
b31b1b	cornell red
6495ed	cornflower blue
93ccea	cornflower
fff8dc	cornsilk
2e2d88	cosmic cobalt
fff8e7	cosmic latte
81613c	coyote brown
ffbcd9	cotton candy
fffdd0	cream
dc143c	crimson
be0032	crimson glory
990000	crimson red
f5f5f5	cultured
00ffff	cyan
4e82b4	cyan azure
4682bf	cyan-blue azure
28589c	cyan cobalt blue
188bc2	cyan cornflower blue
00b7eb	cyan
58427c	cyber grape
ffd300	cyber yellow
f56fa1	cyclamen
ffff31	daffodil
f0e130	dandelion
fddb6d	dandelion
00008b	dark blue
666699	dark blue-gray
804a00	dark bronze
514100	dark bronze
654321	dark brown
88654e	dark brown-tangelo
5d3954	dark byzantium
a40000	dark candy apple red
08457e	dark cerulean
333333	dark charcoal
986960	dark chestnut
490206	dark chocolate
3c1321	dark chocolate
26428b	dark cornflower blue
cd5b45	dark coral
008b8b	dark cyan
536878	dark electric blue
aa6c39	dark gold
b8860b	dark goldenrod
a9a9a9	dark gray
013220	dark green
006400	dark green
1f262a	dark gunmetal
00416a	dark imperial blue
00147e	dark imperial blue
1a2421	dark jungle green
bdb76b	dark khaki
483c32	dark lava
734f96	dark lavender
8bbe1b	dark lemon lime
534b4f	dark liver
543d37	dark liver
8b008b	dark magenta
a9a9a9	dark medium gray
003366	dark midnight blue
4a5d23	dark moss green
556b2f	dark olive green
ff8c00	dark orange
9932cc	dark orchid
779ecb	dark pastel blue
03c03c	dark pastel green
966fd6	dark pastel purple
c23b22	dark pastel red
e75480	dark pink
003399	dark powder blue
4f3a3c	dark puce
301934	dark purple
872657	dark raspberry
8b0000	dark red
e9967a	dark salmon
560319	dark scarlet
8fbc8f	dark sea green
3c1414	dark sienna
71706e	dark silver
8cbed6	dark sky blue
483d8b	dark slate blue
2f4f4f	dark slate gray
177245	dark spring green
918151	dark tan
ffa812	dark tangerine
483c32	dark taupe
cc4e5c	dark terra cotta
00ced1	dark turquoise
d1bea8	dark vanilla
9400d3	dark violet
9b870c	dark yellow
00703c	dartmouth green
555555	davy's grey
d70a53	debian red
9c8aa4	deep amethyst
40826d	deep aquamarine
a9203e	deep carmine
ef3038	deep carmine pink
e9692c	deep carrot orange
da3287	deep cerise
fad6a5	deep champagne
b94e48	deep chestnut
704241	deep coffee
c154c1	deep fuchsia
056608	deep green
0e7c61	deep green-cyan turquoise
004b49	deep jungle green
333366	deep koamaru
f5c71a	deep lemon
9955bb	deep lilac
cc00cc	deep magenta
820000	deep maroon
d473d4	deep mauve
355e3b	deep moss green
ffcba4	deep peach
ff1493	deep pink
a95c68	deep puce
850101	deep red
843f5b	deep ruby
ff9933	deep saffron
00bfff	deep sky blue
4a646c	deep space sparkle
556b2f	deep spring bud
7e5e60	deep taupe
66424d	deep tuscan red
330066	deep violet
ba8759	deer
1560bd	denim
2243b6	denim blue
669999	desaturated cyan
c19a6b	desert
edc9af	desert sand
ea3c53	desire
b9f2ff	diamond
696969	dim gray
c53151	dingy dungeon
9b7653	dirt
b5651e	dirty brown
e8e4c9	dirty white
1e90ff	dodger blue
fef65b	dodie yellow
d71868	dogwood rose
85bb65	dollar bill
828e84	dolphin gray
664c28	donkey brown
967117	drab
00009c	duke blue
e5ccc9	dust storm
efdfbb	dutch white
e1a95f	earth yellow
555d50	ebony
c2b280	ecru
1b1b1b	eerie black
614051	eggplant
f0ead6	eggshell
1034a6	egyptian blue
7df9ff	electric blue
b56257	electric brown
ff003f	electric crimson
00ffff	electric cyan
00ff00	electric green
6f00ff	electric indigo
f4bbff	electric lavender
ccff00	electric lime
ff3503	electric orange
f62681	electric pink
bf00ff	electric purple
e60000	electric red
3f00ff	electric ultramarine
8f00ff	electric violet
ffff33	electric yellow
50c878	emerald
046307	emerald green
6c3082	eminence
1b4d3e	english green
b48395	english lavender
ab4b52	english red
cc474b	english vermillion
563c5c	english violet
96c8a2	eton blue
44d7a8	eucalyptus
c19a6b	fallow
801818	falu red
b53389	fandango
de5285	fandango pink
f400a1	fashion fuchsia
e5aa70	fawn
4d5d53	feldgrau
fdd5b1	feldspar
4f7942	fern green
ff2800	ferrari red
6c541e	field drab
ff5470	fiery rose
b22222	firebrick
ce2029	fire engine red
e95c4b	fire opal
e25822	flame
fc8eac	flamingo pink
6b4423	flattery
f7e98e	flavescent
eedc82	flax
ffe9d1	flesh
a2006d	flirt
fffaf0	floral white
15f4ee	fluorescent blue
ffbf00	fluorescent orange
ff1493	fluorescent pink
ccff00	fluorescent yellow
ff004f	folly
5fa777	forest green
014421	forest green
228b22	forest green
a67b5b	french beige
856d4d	french bistre
0072bb	french blue
fd3f92	french fuchsia
86608e	french lilac
9efd38	french lime
d473d4	french mauve
fd6c9e	french pink
811453	french plum
4e1609	french puce
c72c48	french raspberry
f64a8a	french rose
77b5fe	french sky blue
8806ce	french violet
ac1e44	french wine
a6e7ff	fresh air
e936a7	frostbite
ff00ff	fuchsia
c154c1	fuchsia
ff77ff	fuchsia pink
cc397b	fuchsia purple
c74375	fuchsia rose
e48400	fulvous
cc6666	fuzzy wuzzy
dcdcdc	gainsboro
e49b0f	gamboge
996600	gamboge orange
733635	garnet
ffdf46	gargoyle gas
007f66	generic viridian
f8f8ff	ghost white
b05c52	giant's club
fe5a1d	giants orange
d8e4bc	gin
6082b6	glaucous
ab92b3	glossy grape
00ab66	go green
a57c00	gold
d4af37	gold
ffd700	gold
e6be8a	gold
85754e	gold fusion
bd9b16	gold foil
996515	golden brown
fcc200	golden poppy
ffdf00	golden yellow
daa520	goldenrod
676767	granite gray
a8e4a0	granny smith apple
6f2da8	grape
808080	gray
bebebe	gray
465945	gray-asparagus
8c92ac	gray-blue
008001	green
00ff00	green
1cac78	green
008000	green
00a877	green
009f6b	green
00ad43	green
00a550	green
66b032	green
1164b4	green-blue
2887c8	green-blue
4c721d	green cola
009966	green-cyan
a7f432	green lizard
6eaea1	green sheen
adff2f	green-yellow
f0e891	green-yellow
a99a86	grullo
00ff7f	guppie green
2a3439	gunmetal
f8f8f8	guyabano
663854	halayà úbe
eb6123	halloween orange
446ccf	han blue
5218fa	han purple
e9d66b	hansa yellow
3fff00	harlequin
46cb18	harlequin green
c90016	harvard crimson
da9100	harvest gold
808000	heart gold
ff7a00	heat wave
960018	heidelberg red
df73ff	heliotrope
aa98a9	heliotrope gray
aa00bb	heliotrope magenta
f400a1	hollywood cerise
f0fff0	honeydew
006db0	honolulu blue
49796b	hooker's green
ff1dce	hot magenta
ff69b4	hot pink
355e3b	hunter green
71a6d2	iceberg
923c01	iced tea
fcf75e	icterine
71bc78	iguana green
319177	illuminating emerald
602f6b	imperial
002395	imperial blue
66023c	imperial purple
ed2939	imperial red
b2ec5d	inchworm
4c516d	independence
138808	india green
cd5c5c	indian red
e3a857	indian yellow
4b0082	indigo
091f92	indigo dye
4f69c6	indigo
233067	indigo
4b0082	indigo
ff496c	infra red
360ccc	interdimensional blue
002fa7	international klein blue
ff4f00	international orange
ba160c	international orange
c0362c	international orange
5a4fcf	iris
b3446c	irresistible
f4f0ec	isabelline
009000	islamic green
b2ffff	italian sky blue
fffff0	ivory
3d325d	jacarta
413628	jacko bean
00a86b	jade
9d2933	japanese carmine
264348	japanese indigo
2f7532	japanese laurel
5b3256	japanese violet
f8de7e	jasmine
d73b3e	jasper
de8f4e	jasper orange
a50b5e	jazzberry jam
da614e	jelly bean
44798e	jelly bean blue
343434	jet
bbd0c9	jet stream
f4ca16	jonquil
8ab9f1	jordy blue
bdda57	june bud
29ab87	jungle green
4cbb17	kelly green
7c1c05	kenyan copper
3ab09e	keppel
e8f48c	key lime
c3b091	khaki
f0e68c	khaki
8ee53f	kiwi
882d17	kobe
e79fc4	kobi
6b4423	kobicha
354230	kombu green
512888	ksu purple
e8000d	ku crimson
087830	la salle green
d6cadd	languid lavender
e0bc5b	lanzones
26619c	lapis lazuli
ffff66	laser lemon
a9ba9d	laurel green
cf1020	lava
b57edc	lavender
e6e6fa	lavender
ccccff	lavender blue
fff0f5	lavender blush
c4c3d0	lavender gray
9457eb	lavender indigo
ee82ee	lavender magenta
e6e6fa	lavender mist
fbaed2	lavender pink
967bb6	lavender purple
fba0e3	lavender rose
7cfc00	lawn green
fff700	lemon
fffacd	lemon chiffon
cca01d	lemon curry
fdff00	lemon glacier
bd3000	lemon iced tea
e3ff00	lemon lime
5cff67	lemon lime
f6eabe	lemon meringue
fff44f	lemon yellow
ffff9f	lemon yellow
ba93d8	lenurple
545aa7	liberty
1a1110	licorice
fdd5b1	light apricot
add8e6	light blue
b5651d	light brown
e66771	light carmine pink
551f2f	light chocolate cosmos
88ace0	light cobalt blue
f08080	light coral
93ccea	light cornflower blue
f56991	light crimson
e0ffff	light cyan
ff5ccd	light deep pink
c8ad7f	light french beige
f984ef	light fuchsia pink
b29700	light gold
fafad2	light goldenrod yellow
d3d3d3	light gray
cc99cc	light grayish magenta
90ee90	light green
ffb3de	light hot pink
f0e68c	light khaki
d39bcb	light medium orchid
addfad	light moss green
fed8b1	light orange
e6a8d7	light orchid
b19cd9	light pastel purple
c5cbe1	light periwinkle
ffb6c1	light pink
ffcccb	light red
e97451	light red ochre
ffa07a	light salmon
ff9999	light salmon pink
20b2aa	light sea green
d8d8d8	light silver
87cefa	light sky blue
778899	light slate gray
b0c4de	light steel blue
b38b6d	light taupe
e68fac	light thulian pink
ffffe0	light yellow
c8a2c8	lilac
ae98aa	lilac luster
bfff00	lime
00ff00	lime
32cd32	lime green
9dc209	limerick
195905	lincoln green
faf0e6	linen
c19a6b	lion
de6fa1	liseran purple
6ca0dc	little boy blue
f8b9d4	little girl pink
674c47	liver
b86d29	liver
6c2e1f	liver
987456	liver chestnut
6699cc	livid
fefdfa	lotion
15f2fd	lotion blue
eccfcf	lotion pink
ffe4cd	lumber
e62020	lust
001c3d	maastricht blue
ffbd88	macaroni and cheese
cc3336	madder lake
ff00ff	magenta
ff55a3	magenta
ca1f7b	magenta
d0417e	magenta
ff0090	magenta
9f4576	magenta haze
cc338b	magenta-pink
aaf0d1	magic mint
ff4466	magic potion
f8f4ff	magnolia
c04000	mahogany
ca3435	mahogany
fbec5d	maize
f2c649	maize
6050dc	majorelle blue
0bda51	malachite
979aaa	manatee
f37a48	mandarin
fdbe02	mango
96ff00	mango green
ff8243	mango tango
74c365	mantis
880085	mardi gras
eaa221	marigold
c32148	maroon
800000	maroon
b03060	maroon
e0b0ff	mauve
915f6d	mauve taupe
ef98aa	mauvelous
47abcc	maximum blue
30bfbf	maximum blue green
acace6	maximum blue purple
5e8c31	maximum green
d9e650	maximum green yellow
ff5b00	maximum orange
733380	maximum purple
f6a5f2	maximum pink
d92121	maximum red
a63a79	maximum red purple
892f77	maximum violet
fafa37	maximum yellow
f2ba49	maximum yellow red
4c9141	may green
73c2fb	maya blue
e5b73b	meat brown
66ddaa	medium aquamarine
0000cd	medium blue
e2062c	medium candy apple red
af4035	medium carmine
f3e5ab	medium champagne
035096	medium electric blue
037949	medium green
1c352d	medium jungle green
dda0dd	medium lavender magenta
ff7802	medium orange
ba55d3	medium orchid
0067a5	medium persian blue
fe6e9f	medium pink
9370db	medium purple
b10304	medium red
bb3385	medium red-violet
aa4069	medium ruby
3cb371	medium sea green
80daeb	medium sky blue
7b68ee	medium slate blue
c9dc87	medium spring bud
00fa9a	medium spring green
674c47	medium taupe
48d1cc	medium turquoise
79443b	medium tuscan red
d9603b	medium vermilion
65315f	medium violet
c71585	medium violet-red
ffe302	medium yellow
f8b878	mellow apricot
f8de7e	mellow yellow
fdbcb4	melon
febaad	melon
c1f9a2	menthol
32527b	metallic blue
a97142	metallic bronze
ac4313	metallic brown
a97142	metallic gold
296e01	metallic green
da680f	metallic orange
eda6c4	metallic pink
a62c2b	metallic red
0a7e8c	metallic seaweed
a8a9ad	metallic silver
9c7c38	metallic sunburst
5b0a91	metallic violet
fdcc0d	metallic yellow
e4007c	mexican pink
7ed4e6	middle blue
8dd9cc	middle blue green
8b72be	middle blue purple
8b8680	middle grey
4d8c57	middle green
acbf60	middle green yellow
d982b5	middle purple
e58e73	middle red
a55353	middle red purple
ffeb00	middle yellow
ecb176	middle yellow red
702670	midnight
191970	midnight blue
00468c	midnight blue
004953	midnight green
ffc40c	mikado yellow
fdfff5	milk
84563c	milk chocolate
ffdae9	mimi pink
e3f988	mindaro
36747d	ming
f5e050	minion yellow
3eb489	mint
f5fffa	mint cream
98ff98	mint green
bbb477	misty moss
ffe4e1	misty rose
faebd7	moccasin
bea493	mocha
967117	mode beige
3aa8c1	moonstone
73a9c2	moonstone blue
ae0c00	mordant red 19
8da399	morning blue
8a9a5b	moss green
30ba8f	mountain meadow
997a8d	mountbatten pink
18453b	msu green
70543e	mud
306030	mughal green
c54b8c	mulberry
c8509b	mulberry
828e84	mummy's tomb
ffdb58	mustard
cd7a00	mustard brown
6e6e30	mustard green
e1ad01	mustard yellow
317873	myrtle green
d65282	mystic
ad4379	mystic maroon
ff5500	mystic red
f6adc6	nadeshiko pink
2a8000	napier green
fada5e	naples yellow
ffdead	navajo white
000080	navy
000080	navy blue
1974d2	navy blue
9457eb	navy purple
1b03a3	neon blue
c3732a	neon brown
ffa343	neon carrot
00fefc	neon cyan
fe4164	neon fuchsia
cfaa01	neon gold
808080	neon gray
008443	neon dark green
139b42	neon green
39ff14	neon green
fe347e	neon pink
9457eb	neon purple
ff1818	neon red
ff2603	neon scarlet
cccccc	neon silver
f6890a	neon tangerine
fff700	neon yellow
214fc6	new car
d7837f	new york pink
727472	nickel
a4dded	non-photo blue
059033	[http://www.unt.edu/identityguide/web-electronic.htm north texas green]
e9ffdb	nyanza
4f42b5	ocean blue
0077be	ocean boat blue
48bf91	ocean green
cc7722	ochre
008000	office green
fd5240	ogre odor
43302e	old burgundy
cfb53b	old gold
563c5c	old heliotrope
fdf5e6	old lace
796878	old lavender
673147	old mauve
867e36	old moss green
c08081	old rose
848482	old silver
808000	olive
6b8e23	olive drab
3c341f	olive drab #7
b5b35c	olive green
9ab973	olivine
353839	onyx
a8c3bc	opal
b784a7	opera mauve
ff6600	orange
ff7f00	orange
ff7538	orange
ff5800	orange
fb9902	orange
ffa500	orange
ff6700	orange iced tea
ff9f00	orange peel
ff681f	orange-red
ff5349	orange-red
e74e14	orange soda
fa5b3d	orange soda
f5bd1f	orange-yellow
f8d568	orange-yellow
da70d6	orchid
f2bdcd	orchid pink
e29cd2	orchid
fb4f14	orioles orange
654321	otter brown
414a4c	outer space
2d383a	outer space
ff6e4a	outrageous orange
800020	oxblood
002147	oxford blue
6d9a79	oxley
990000	ou crimson red
1ca9c9	pacific blue
006600	pakistan green
273be2	palatinate blue
682860	palatinate purple
bcd4e6	pale aqua
afeeee	pale blue
987654	pale brown
af4035	pale carmine
9bc4e2	pale cerulean
ddadaf	pale chestnut
da8a67	pale copper
abcdef	pale cornflower blue
87d3f8	pale cyan
e6be8a	pale gold
eee8aa	pale goldenrod
98fb98	pale green
dcd0ff	pale lavender
f984e5	pale magenta
ff99cc	pale magenta-pink
fadadd	pale pink
dda0dd	pale plum
db7093	pale red-violet
96ded1	pale robin egg blue
c9c0bb	pale silver
ecebbd	pale spring bud
bc987e	pale taupe
afeeee	pale turquoise
cc99ff	pale violet
db7093	pale violet-red
6f9940	palm leaf
78184a	pansy purple
009b7d	paolo veronese green
ffefd5	papaya whip
e63e62	paradise pink
50c878	paris green
d998a0	parrot pink
aec6cf	pastel blue
836953	pastel brown
cfcfc4	pastel gray
77dd77	pastel green
f49ac2	pastel magenta
ffb347	pastel orange
dea5a4	pastel pink
b39eb5	pastel purple
ff6961	pastel red
cb99c9	pastel violet
fdfd96	pastel yellow
800080	patriarch
536878	payne's grey
ffe5b4	peach
ffcba4	peach
ffcc99	peach-orange
ffdab9	peach puff
fadfad	peach-yellow
d1e231	pear
eae0c8	pearl
88d8c0	pearl aqua
b768a2	pearly purple
e6e200	peridot
ccccff	periwinkle
c3cde6	periwinkle
e12c2c	permanent geranium lake
1c39bb	persian blue
00a693	persian green
32127a	persian indigo
d99058	persian orange
f77fbe	persian pink
701c1c	persian plum
cc3333	persian red
fe28a2	persian rose
ec5800	persimmon
cd853f	peru
8ba8b7	pewter blue
0038a7	philippine blue
6e3a07	philippine bronze
5d1916	philippine brown
b17304	philippine gold
ffdf00	philippine golden yellow
8c8c8c	philippine gray
008543	philippine green
00416a	philippine indigo
ff7300	philippine orange
fa1a8e	philippine pink
ce1127	philippine red
b3b3b3	philippine silver
0066ff	philippine sky blue
81007f	philippine violet
fecb00	philippine yellow
df00ff	phlox
000f89	phthalo blue
123524	phthalo green
45b1e8	picton blue
c30b4e	pictorial carmine
fddde6	piggy pink
01796f	pine green
2a2f23	pine tree
563c0d	pineapple
ffc0cb	pink
d74894	pink
fc74fd	pink flamingo
ffddf4	pink lace
d8b2d1	pink lavender
ff9966	pink-orange
e7accf	pink pearl
980036	pink raspberry
f78fa7	pink sherbet
93c572	pistachio
391285	pixie powder
e5e4e2	platinum
8e4585	plum
dda0dd	plum
5946b2	plump purple
374f6b	police blue
5da493	polished pine
86608e	pomp and power
be4f62	popstar
ff5a36	portland orange
b0e0e6	powder blue
ff85cf	princess perfume
f58025	princeton orange
701c1c	prune
003153	prussian blue
df00ff	psychedelic purple
cc8899	puce
722f37	puce red
644117	pullman brown
3b331c	pullman green
ff7518	pumpkin
800080	purple
9f00c5	purple
a020f0	purple
69359c	purple heart
9678b6	purple mountain majesty
4e5180	purple navy
fe4eda	purple pizzazz
9c51b6	purple plum
50404d	purple taupe
9a4eae	purpureus
51484f	quartz
436b95	queen blue
e8ccd7	queen pink
a6a6a6	quick silver
8e3a59	quinacridone magenta
6a5445	quincy
5d8aa8	rackley
ff355e	radical red
242124	raisin black
fbab60	rajah
e30b5d	raspberry
915f6d	raspberry glace
e25098	raspberry pink
b3446c	raspberry rose
d68a59	raw sienna
826644	raw umber
ff33cc	razzle dazzle rose
e3256b	razzmatazz
8d4e85	razzmic berry
663399	rebecca purple
ff0000	red
ee204d	red
f2003c	red
c40233	red
ed2939	red
ed1c24	red
fe2712	red
a52a2a	red-brown
df0118	red cola
860111	red devil
ff5349	red-orange
ff681f	red-orange
ff4500	red-orange
e40078	red-purple
973a4a	red rum
fd3a4a	red salsa
ec0304	red strawberry
c71585	red-violet
c0448f	red-violet
922b3e	red-violet
a45a52	redwood
522d80	regalia
000000	registration black
002387	resolution blue
777696	rhythm
004040	rich black
010b13	rich black
010203	rich black
f1a7fe	rich brilliant lavender
d70040	rich carmine
0892d0	rich electric blue
a76bcf	rich lavender
b666d2	rich lilac
b03060	rich maroon
444c38	rifle green
ffc324	ripe mango
704241	roast coffee
00cccc	robin egg blue
8a7f80	rocket metallic
838996	roman silver
290e05	root beer
ff007f	rose
f9429e	rose bonbon
9e5e6f	rose dust
674846	rose ebony
960145	rose garnet
b76e79	rose gold
e32636	rose madder
ff66cc	rose pink
aa98a9	rose quartz
bd559c	rose quartz pink
c21e56	rose red
905d5d	rose taupe
ab4e52	rose vale
65000b	rosewood
d40000	rosso corsa
bc8f8f	rosy brown
0038a8	royal azure
002366	royal blue
4169e1	royal blue
523b35	royal brown
ca2c92	royal fuchsia
136207	royal green
f99245	royal orange
e73895	royal pink
9b1c31	royal red
d00060	royal red
7851a9	royal purple
fada5e	royal yellow
ce4676	ruber
d10056	rubine red
e0115f	ruby
9b111e	ruby red
ff0028	ruddy
bb6528	ruddy brown
e18e96	ruddy pink
a81c07	rufous
9a4e40	rum
80461b	russet
679267	russian green
32174d	russian violet
b7410e	rust
da2c43	rusty red
043927	sacramento state green|
8b4513	saddle brown
ff7800	safety orange
ff6700	safety orange
eed202	safety yellow
f4c430	saffron
bcb88a	sage
23297a	st. patrick's blue
177b4d	salem
fa8072	salmon
ff91a4	salmon pink
c2b280	sand
967117	sand dune
ecd540	sandstorm
f4a460	sandy brown
fdd9b5	sandy tan
967117	sandy taupe
92000a	sangria
507d2a	sap green
0f52ba	sapphire
0067a5	sapphire blue
ff4681	sasquatch socks
cba135	satin sheen gold
ff2400	scarlet
fd0e35	scarlet
ff91af	schauss pink
ffd800	school bus yellow
66ff66	screamin' green
006994	sea blue
9fe2bf	sea foam green
2e8b57	sea green
00ffcd	sea green
4bc7cf	sea serpent
59260b	seal brown
fff5ee	seashell
ffba00	selective yellow
704214	sepia
8a795d	shadow
778ba5	shadow blue
ffcff1	shampoo
009e60	shamrock green
ffe670	shandy
8fd400	sheen green
d98695	shimmering blush
5fa778	shiny shamrock
fc0fc0	shocking pink
ff6fff	shocking pink
882d17	sienna
c0c0c0	silver
c9c0bb	silver
aaa9ad	silver
acacac	silver chalice
afb1ae	silver foil
5d89ba	silver lake blue
c4aead	silver pink
bfc1c2	silver sand
cb410b	sinopia
ff3855	sizzling red
ffdb00	sizzling sunrise
