007474	skobeloff
87ceeb	sky blue
76d7ea	sky blue
cf71af	sky magenta
6a5acd	slate blue
708090	slate gray
299617	slimy green
003399	smalt
ff6d3a	smashed pumpkin
c84186	smitten
738276	smoke
832a0d	smokey topaz
100c08	smoky black
933d41	smoky topaz
fffafa	snow
cec8ef	soap
545a2c	soldier green
893843	solid pink
757575	sonic silver
9e1316	spartan crimson
1d2951	space cadet
807532	spanish bistre
0070b8	spanish blue
d10047	spanish carmine
e51a4c	spanish crimson
989898	spanish gray
009150	spanish green
e86100	spanish orange
f7bfbe	spanish pink
66033c	spanish purple
e60026	spanish red
00ffff	spanish sky blue
4c2882	spanish violet
007f5c	spanish viridian
f6b511	spanish yellow
8b5f4d	spicy mix
0fc0fc	spiro disco ball
a7fc00	spring bud
87ff2a	spring frost
00ff7f	spring green
ecebbd	spring green
007bb8	star command blue
4682b4	steel blue
cc33cc	steel pink
5f8a8b	steel teal
fada5e	stil de grain yellow
990000	stizza
4f666a	stormcloud
e4d96f	straw
fc5a8d	strawberry
cf142b	stop red
fc5a8d	strawberry iced tea
c83f49	strawberry red
914e75	sugar plum
ff404c	sunburnt cyclops
ffcc33	sunglow
f2f27a	sunny
e3ab57	sunray
fad6a5	sunset
fd5e53	sunset orange
cf6ba9	super pink
a83731	sweet brown
d2b48c	tan
d99a6c	tan
f94d00	tangelo
f28500	tangerine
ffcc00	tangerine yellow
e4717a	tango pink
fb4d46	tart orange
483c32	taupe
8b8589	taupe gray
d0f0c0	tea green
f88379	tea rose
f4c2c2	tea rose
008080	teal
367588	teal blue
99e6b3	teal deer
00827f	teal green
cf3476	telemagenta
3c2126	temptress
cd5700	tenné
e2725b	terra cotta
d8bfd8	thistle
ebb0d7	thistle
de6fa1	thulian pink
fc89ac	tickle me pink
0abab5	tiffany blue
e08d3c	tiger's eye
dbd7d2	timberwolf
878681	titanium
eee600	titanium yellow
ff6347	tomato
746cc0	toolbox
fffafa	tooth
ffc87c	topaz
fd0e35	tractor red
808080	trolley grey
00755e	tropical rain forest
cda4de	tropical violet
0073cf	true blue
3e8ede	tufts blue
ff878d	tulip
deaa88	tumbleweed
b57281	turkish rose
40e0d0	turquoise
00ffef	turquoise blue
a0d6b4	turquoise green
00c5cd	turquoise surf
8a9a5b	turtle green
fad6a5	tuscan
6f4e37	tuscan brown
7c4848	tuscan red
a67b5b	tuscan tan
c09999	tuscany
8a496b	twilight lavender
66023c	tyrian purple
0033aa	ua blue
d9004c	ua red
8878c3	ube
536895	ucla blue
ffb300	ucla gold
ba0001	ue red
3cd070	ufo green
3f00ff	ultramarine
4166f5	ultramarine blue
2111ef	ultramarine blue
ff6fff	ultra pink
fc6c85	ultra red
635147	umber
ffddca	unbleached silk
5b92e5	united nations blue
b78727	university of california gold
f77f00	university of tennessee orange
ffff66	unmellow yellow
014421	up forest green
7b1113	up maroon
ae2029	upsdell red
e1ad21	urobilin
004f98	usafa blue
990000	usc cardinal
ffcc00	usc gold
d3003f	utah crimson
080808	vampire black
664228	van dyke brown
f3e5ab	vanilla
f38fa9	vanilla ice
c5b358	vegas gold
c80815	venetian red
43b3ae	verdigris
e34234	vermilion
d9381e	vermilion
a020f0	veronica
18880d	verse green
74bbfb	very light azure
6666ff	very light blue
64e986	very light malachite green
ffb077	very light tangelo
ffdfbf	very pale orange
ffffbf	very pale yellow
8f00ff	violet
6e00c0	violet
7f00ff	violet
963d7f	violet
8601af	violet
ee82ee	violet
324ab2	violet-blue
766ec8	violet-blue
f75394	violet-red
891446	violet-red
674403	violin brown
40826d	viridian
009698	viridian green
7c9ed9	vista blue
cc9900	vivid amber
922724	vivid auburn
9f1d35	vivid burgundy
da1d81	vivid cerise
00aaee	vivid cerulean
cc0033	vivid crimson
ff9900	vivid gamboge
a6d608	vivid lime green
00cc33	vivid malachite
b80ce3	vivid mulberry
ff5f00	vivid orange
ffa000	vivid orange peel
cc00ff	vivid orchid
ff006c	vivid raspberry
f70d1a	vivid red
df6124	vivid red-tangelo
00ccff	vivid sky blue
f07427	vivid tangelo
ffa089	vivid tangerine
e56024	vivid vermilion
9f00ff	vivid violet
ffe302	vivid yellow
bfc0ee	vodka
ceff00	volt
34b233	wageningen green
004242	warm black
d4f1f9	water
f05c85	watermelon
bf4147	watermelon red
a4f4f9	waterspout
7c98ab	weldon blue
645452	wenge
f5deb3	wheat
ffffff	white
ede6d6	white chocolate
e6e0d4	white coffee
f5f5f5	white smoke
a2add0	wild blue yonder
d470a2	wild orchid
ff43a4	wild strawberry
fc6c85	wild watermelon
fd5800	willpower orange
a75502	windsor tan
722f37	wine
673147	wine dregs
b11226	wine red
ff007c	winter sky
a0e6ff	winter wizard
56887d	wintergreen dream
c9a0dc	wisteria
c19a6b	wood brown
738678	xanadu
0f4d92	yale blue
1c2841	yankees blue
ffff00	yellow
fce883	yellow
efcc00	yellow
ffd300	yellow
fedf00	yellow
ffef00	yellow
fefe33	yellow
9acd32	yellow-green
c5e384	yellow-green
ffae42	yellow orange
ff9505	yellow orange
fff000	yellow rose
fff700	yellow sunshine
2e5090	yinmn blue
0014a8	zaffre
2c1608	zinnwaldite brown
39a78e	zomp
